Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"ADAMS BURCH INCORPORATED [WASHINGTON,DISTRICT OF COLUMBIA]",NNG07AR48P,GSFC - Goddard Space Flight Center,Washington,DC,'00',8/15/2007,10/12/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"3,916","3,916",423440,N/A,N/A,Pizza Dough Press DP3300 for the Goddard Employee Welfare Association (GEWA) cafeteria
"ADAPCO, INC. [SANFORD,FLORIDA]",NNK08OZ14P,KSC - Kennedy Space Flight Center,,FL,'24',3/26/2008,4/25/2008,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","83,982","83,982","83,982",325320,N/A,N/A,DIBROM 14 pesticide
"ADAPTIVE NETWORKS, INC. [NEEDHAM,MASSACHUSETTS]",NNJ08HB87P,JSC - Johnson Space Flight Center,,MA,'09',5/27/2008,6/24/2008,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Research And Development","Purchase Order, Firm Fixed Price","10,808","10,808","10,808",334210,N/A,N/A,Electronic Modules
"ADC TELECOMMUNICATIONS INCORPORATED [EDEN PRAIRIE,MINNESOTA]",NNG07LF42D,GSFC - Goddard Space Flight Center,Eden Prairie,MN,'03',9/26/2007,10/17/2007,", Small Business ONLY - Small Business","Delivery Order, Firm Fixed Price",0,"3,897","3,897",[None Indicated],4200220686,N/A,BANTAM CONN JACKFIELD 6 WIRE - COMMERCIAL ITEMS
"ADCOLE CORPORATION [MARLBOROUGH,MASSACHUSETTS]",NNG06ED61C,GSFC - Goddard Space Flight Center,,MA,'03',6/1/2006,1/31/2008,", Small Business ONLY - Small Business","Definitive Contract, Firm Fixed Price",0,"299,872","299,872",334511,N/A,N/A,"THE CONTRACTOR SHALL PROVIDE THE FACILITIES, SERVICES, TOOLS, EQUIPMENT, AND MATERIALS NECESSARY TO DELIVER: A. TWENTY-TWO CSS FLIGHT UNITS, B. SYSTEM ENGINEERING, DESIGN, ANALYSIS AND INTERFACE DEFINITION FOR THE CSS. THIS INCLUDES THE VERIFICATION OF ALL REQUIREMENTS AND PERFORMANCE PARAMETERS OF THE SPECIFICATION, C. THE DESIGN, ANALYSIS, DEVELOPMENT, PROCUREMENT, MANUFACTURING, TEST, AND CALIBRATION OF THE CSS, D. DOCUMENTATION AND DELIVERABLE DATA FOR CONTRACT REQUIREMENTS"
"ADCOLE CORPORATION [MARLBOROUGH,MASSACHUSETTS]",NNG08EF52P,GSFC - Goddard Space Flight Center,Marlborough,MA,'03',3/17/2008,4/11/2008,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","16,168","16,168","16,168",336419,N/A,N/A,Rework & repair of Digital Sun Sensor Electronics box
"ADEK TECHNICAL SALES INCORPORATED [HUDSON,NEW HAMPSHIRE]",NNK08LA05P,KSC - Kennedy Space Flight Center,Hudson,NH,'02',10/26/2007,12/7/2007,", Veteran Owned Small Business, Small Disadvantaged Business, Small Business - SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business, Veteran Owned","Purchase Order, Firm Fixed Price","11,444","11,444","11,444",423430,N/A,N/A,ADEK rackmount computer
"ADFORM ADVERTISING [BALTIMORE,MARYLAND]",NNK08LA29P,KSC - Kennedy Space Flight Center,Halethorpe,MD,'03',11/21/2007,12/20/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","13,499","13,499","13,499",541870,N/A,N/A,Phoenix / LSP write on wipe off board for outreader
"ADFORM ADVERTISING, LLC [BALTIMORE,MARYLAND]",NNK08LA73P,KSC - Kennedy Space Flight Center,Halethorpe,MD,'03',4/29/2008,6/15/2008,", Small Business ONLY - For Profit Organization","Purchase Order, Firm Fixed Price","10,300","10,300","10,300",541870,N/A,N/A,"LAUNCH SERVICE PROGRAM RULERS, 12 INCH CLEAR PLASTIC WITH FOUR COLOR PROCESS INSERT."
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",GSFC0200209DNAS502128,GSFC - Goddard Space Flight Center,,NM,'01',9/15/2002,3/31/2005,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price",0,"600,000","600,000",541710,N/A,N/A,ANTISTATIC THERMAL CONTROL COATINGS - SBIR
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",NNC06CA05C,GRC - Glenn Research Center,ALBUQUERQUE,NM,'01',12/2/2005,9/30/2008,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price","40,000","639,999","639,999",541710,N/A,N/A,SBIR PHASE II
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",NNM06AA46C,MSFC - Marshall Space Flight Center,ALBUQUERQUE,NM,'01',1/24/2006,7/24/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price",0,"70,000","70,000",541710,N/A,N/A,4200143030 LIGHT-CURING STRUCTURAL TAPE FOR IN-SCPACE REPAIR
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",NNM07AA15C,MSFC - Marshall Space Flight Center,ALBUQUERQUE,NM,'01',12/4/2006,6/30/2009,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Definitive Contract, Labor Hours",0,"600,000","600,000",541710,N/A,N/A,SBIR 2005 PHASE II RESEARCH PROJECT ENTITLED: LIGHT-CURING STRUCTURAL TAPE FOR IN-SPACE REPAIR
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",NNX08CB18P,NSSC - NASA Shared Services Center,,NM,'01',1/18/2008,7/21/2008,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","100,000","100,000","100,000",541712,N/A,N/A,Moisture Resistant Primer for Composite Bonded Repairs
"ADHERENT TECHNOLOGIES INCORPORATED [ALBUQUERQUE,NEW MEXICO]",NNX08CD28P,NSSC - NASA Shared Services Center,Albuquerque,NM,'01',2/7/2008,8/6/2008,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","100,000","100,000","100,000",541712,N/A,N/A,LUNAR REGOLITH STABILIZATION FOR EXCAVATION
"ADHERENT TECHNOLOGIES, INC. [ALBUQUERQUE,NEW MEXICO]",NNX08CC67P,NSSC - NASA Shared Services Center,,NM,'01',1/25/2008,7/24/2008,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt","Purchase Order, Firm Fixed Price","100,000","100,000","100,000",541712,N/A,N/A,FOAMED ANTENNA SUPPORT FOR VERY LARGE APERTURES
"ADHERENT TECHNOLOGIES, INC. [ALBUQUERQUE,NEW MEXICO]",NNX08CC86P,NSSC - NASA Shared Services Center,Albuquerque,NM,'01',1/18/2008,7/21/2008,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","100,000","100,000","100,000",541712,N/A,N/A,"SELF-HEALING INFLATABLE, RIGIDIZABLE SHELTER FOR THE LUNAR ENVIRONMENT"
"ADIMEC ELECTRONIC IMAGING, INC. [MESA,ARIZONA]",NNL08AC53P,LaRC - Langley Research Center,Mesa,AZ,'06',4/15/2008,5/30/2008,", Small Business ONLY - Manufacturer Of Goods, Small Business","Purchase Order, Firm Fixed Price","13,266","13,266","13,266",423410,N/A,N/A,CCD CAMERA EQUIPMENT FOR ALHAT PROJECT
"ADINA R & D, INC [WATERTOWN,MASSACHUSETTS]",NNC08VE08P,GRC - Glenn Research Center,Watertown,MA,'07',4/1/2008,3/31/2009,", Small Business ONLY - Manufacturer Of Goods","Purchase Order, Other ","9,925","9,925","9,925",541330,N/A,N/A,UUPIC: %736987860% License and Maintenance Renewal for ADINA Performance Period: 04/01/2008 - 03/31/2009
"ADINA R&D INCORPORATED [WATERTOWN,MASSACHUSETTS]",NNC07VE69P,GRC - Glenn Research Center,Watertown,MA,'07',4/27/2007,3/31/2008,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"9,925","9,925",541511,N/A,N/A,SOFTWARE LICENSE RENEWAL
"ADLER BENJAMIN [HOUSTON,TEXAS]",NNJ07JF54P,JSC - Johnson Space Flight Center,,TX,'09',8/15/2007,11/14/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"7,420","7,420",541110,N/A,N/A,Patent Application Services
"ADLER PLANETARIUM THE [CHICAGO,ILLINOIS]",NNG06GI40G,GSFC - Goddard Space Flight Center,,IL,'07',5/26/2006,5/31/2012,Non-Profit Institutions - Nonprofit Organization,Grant,"179,884","266,982","266,982",[None Indicated],N/A,N/A,SPECTROSCOPY OF SILICATE RICH ASTEROIDS
"ADLER PLANETARIUM THE [CHICAGO,ILLINOIS]",NNL06AI95P,LaRC - Langley Research Center,,IL,'07',9/11/2006,10/10/2007,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price",0,"7,500","7,500",[None Indicated],N/A,N/A,VIDEO SIMULATIONS
"ADLER PLANETARIUM THE [CHICAGO,ILLINOIS]",NNX07AM50G,NSSC - NASA Shared Services Center,Chicago,IL,'07',6/28/2007,7/24/2008,Non-Profit Institutions - Nonprofit Organization,Grant,0,"185,796","185,796",[None Indicated],N/A,N/A,"SHOOT FOR THE MOON CAPTAIN JAMES A. LOVELL, JR., VETERAN OF FOUR FLOWN SPACE MISSIONS AND HERO OF THE APOLLO 13 MISSION, IS CONTRIBUTING HIS PERSONAL COLLECTION OF SPACE ARTIFACTS TO THE ADLER PLANETARIUM&amp;ASTRONOMY MUSEUM. THE ADLER&#039;S GOALS ARE TO INSPIRE THE NEXT GENERATION OF EXPLORES, REIGNITE VISITORS&#039; FASCINATION ABOUT SPACE EXPLORATION AND RECALL THE EARLY MOMENTS OF THE AMERICAN SPACE PROGRAM."
"ADLER PLANETARIUM, THE [CHICAGO,ILLINOIS]",NNX08AP05G,NSSC - NASA Shared Services Center,,IL,'07',8/1/2008,6/20/2011,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Training Grant,"903,879","903,872","903,872",[None Indicated],N/A,N/A,"ADLER PLANETARIUMS SPACE EXPLORATION CENTER EXPLORERS CLUB AND DEEP SPACE ADVENTURE"" The Adler Planetarium is creating a 21"" century space science center to connect visitors with America's glorious tradition of space exploration. The Adler's goals are to inspire children to develop a lifelong interest in science, expand its cun''ent audience, address community needs in math and science education, reach out to fiunilies and encourage an interest in STEM careers. Nationwide research about the state of scientific literacy in America provides an additional, compelling argument for transfOIming how the Adler engages children and their parents in science, technology, engineering and math (STEM) learning and education. With six billion people on Earth, only a handful of humans wil1 have the privilege of going into space and visiting other worlds. TIlOse who go become witnesses for the rest - the eyes and ears, the hearts and spirits for the rest of humanity. But it takes a diverse team of thousands of scientists, engineers, technology and math-savvy individuals to accomplish these goals. When humans eventual1y set foot on Mars with their eyes fixed on other planets and moons, it may be the greatest story of the 21st century. When the first man or woman creates those historic footprints, at that moment every human being will stand vicariously in those boots. The accomplishments of the entire team will be celebrated.  The Adler is preparing itself to engage its visitors in this journey and exhilarating dream by making space sciences accessible. Astronomy and cosmology are diflicult to grasp yet essential to preparing for (and understanding) space exploration missions. In a new exhibition titled Deep Space Adventure, the Adler will promote renewed interest in science, space exploration and STEM careers. The Adler also will provide children with an exciting museum experience to spark their enthusiasm for space exploration, science, math and technology, and encourage them to consider their roles in future space missions. Their generation inherits a great legacy from voyages and discoveries of earlier centuries. To engage them in STEM at an early age, the Adler is developing the Explorers'' Club exhibition.  Through renovated galleries featuring new exhibitions, the Adler will motivate children to grasp their futures as designers of missions to explore the mysteries of the universe, or as biologists who discover life on other worlds. The Adler's plans answer a nationwide call to catalyze children's interest in STEM, and provide them with quality science education experiences to prepare for the demands of the future workforce, and ensure America's future economic vitality."""
"ADLER PLANETARIUM, THE [CHICAGO,ILLINOIS]",NNX08AP10G,NSSC - NASA Shared Services Center,Chicago,IL,'07',7/29/2008,12/31/2009,Non-Profit Institutions - Nonprofit Organization,Grant,"250,009","250,009","250,009",[None Indicated],N/A,N/A,"SCIENCE AND EDUCATION PROGRAMMING FOR TEACHERS AND STUDENTS"" The Adler is developing and implementing educational initiatives aimed at capturing children's interest in science at critical moments in their intellectual development The philosophy connecting these programs is the potential for transformation within the classroom, and the opportunities they represent to help Illinois teachers immerse themselves in scientific disciplines and inquiry-based learning methodologies aligned with the Illinois Learning Standards. The Adler's goals are to: - Equip students with basic knowledge, skills and investigative strategies from the scientific world so they can succeed in school and the future workforce, and understand the relevance of science in their daily lives.  - Catalyze and support students' interest in science, technology, engineering and math as a pathway to a career. - Energize teenagers' to take a keener interest in science-related activities The museum aspires to fulfill these goals through the following programs: 1) Interactive videoconferences, podcasts and web-based resources to support classroom instruction in schools located in Illinois school districts too remote from the Adler to make a field trip possible; 2) An enriched field trip program featuring materials and activities for Illinois teachers to use both at the museum and in the classroom at no charge; 3) Professional development workshops and classroom kits and materials teachers in partnership with several departments of the Chicago Public Schools (CPS); and 4) A teen docent program."""
"ADM INTERNATIONAL, INC [CHICAGO,ILLINOIS]",NNK08KA01D,KSC - Kennedy Space Flight Center,Chicago,IL,'05',9/30/2008,12/12/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","4,092","4,092","4,092",337122,N/A,N/A,OFFICE FURNITURE
"ADM INTERNATIONAL, INC [CHICAGO,ILLINOIS]",NNK08LA07D,KSC - Kennedy Space Flight Center,Chicago,IL,'05',11/7/2007,12/6/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","13,780","13,780","13,780",334310,N/A,N/A,"TOSHIBA 42\ LCD MONITORS. """
"ADMINISTRATIVE SERVICES INCORPORATED [BETHESDA,MARYLAND]",NNT05AA06P,HQ - Headquarters Acquisition Division,,MD,'08',9/29/2005,9/29/2012,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified HUBZone, Women Owned","Purchase Order, Firm Fixed Price",0,"6,017,813","6,018,448",561110,N/A,N/A,Centennial Challenges is a program of competitions to stimulate technology development of interest to NASA.  Winners of these competitions will receive cash payments (i.e. purses) in recognition of their achievement.  This contract provides an efficient means of rapidly disbursing the prize purses to the winners of the Centennial Challenge competitions.
"ADMINISTRATIVE SERVICES OHIO DEPARTMENT OF [COLUMBUS,OHIO]",NNC05VF64P,GRC - Glenn Research Center,,OH,'15',6/8/2005,12/31/2012,Government - State Government,"Purchase Order, Firm Fixed Price",0,"38,976","38,976",517212,N/A,N/A,"MARCS VOICE RADIO SERVICE/STATE OF OHIO (25 RADIOS X $240.00 = $6,000.00)"
"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND [NEW ORLEANS,LOUISIANA]",NGT1352754,GRC - Glenn Research Center,NEW ORLEANS,LA,'02',6/24/2002,8/27/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"-7,606","64,394","64,394",[None Indicated],N/A,N/A,GRADUATE STUDENT RESEARCH - ARCHAEOLOGICAL REMOTE SENSING SURVEY OF THE CHUNCHUCMIL ECONOMIC REGION
"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND [NEW ORLEANS,LOUISIANA]",NNC06AA02A,GRC - Glenn Research Center,NEW ORLEANS,LA,'02',10/21/2005,9/16/2008,"Educational - Educational Institution, Nonprofit Organization",Cooperative Agreement,-159,"989,841","989,841",[None Indicated],N/A,N/A,POLYMER BASED NANOCOMPSITES - TIMES/APTEC (NOTE: THIS AWARD REPLACES NNC05AA59A - INCORRECT NUMBER PREVIOUSLY GIVEN)
"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND [NEW ORLEANS,LOUISIANA]",NNJ04HF75G,JSC - Johnson Space Flight Center,,LA,'02',6/23/2004,1/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"222,894","222,894",[None Indicated],N/A,N/A,EVALUATION OF HOST-PATHOGEN INTERACTIONS DURING EXPOSURE TO MICROGRAVITY ANALOGS
"ADNET SYSTEMS INCORPORATED [ROCKVILLE,MARYLAND]",NNG06EB68C,GSFC - Goddard Space Flight Center,,MD,'05',6/15/2006,9/30/2012,", Small Disadvantaged Business, Small Business - Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Sub Continent Asian American Owned Business","Definitive Contract, Cost Plus Award Fee","55,684,246","271,690,898","279,867,949",541710,N/A,N/A,"The purpose of this contract is to provide computer system management, including the operating system and application software, the development and use of scientific and engineering data analysis systems, and the engineering efforts that develop new technology for scientific instrumentation for Space and Earth Sciences research at the GSFC.               "
"ADNET SYSTEMS INCORPORATED [ROCKVILLE,MARYLAND]",NNH07CC49C,HQ - Headquarters Acquisition Division,[N/A for IDVs],,'NA',3/6/2007,6/6/2008,", Small Disadvantaged Business, Small Business - Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Sub Continent Asian American Owned Business","Indefinite Delivery Contract, Firm Fixed Price",0,"86,415",0,541710,NRA,N/A,"THE CONTRACTOR SHALL PROVIDE THE RESEARCH EFFORT DESCRIBED IN THE CONTRACTOR''S PROPOSAL ENTITLED MAPPING THE INNER HELIOSPHERE:  IMPLEMENTING AJAX TECHNOLOGIES FOR LWS"" DATED 10/23/06.  This proposal will apply Ajax technology to the challenge of viewing large and scientifically useful images on the web.  The image algorithm suite we will develop will provide us the ability to view the solar disk and the inner heliosphere, labeled with feature recognition data products.  It will also provide the ability to tailor image viewer web applications to particular scientific goals of relevance to the LWS program.    Recent developments in web-based technologies have brought significant innovation to commercial websites.  The website http://maps.google.com (GoogleTM Maps) is a landmark application of these recent developments and an example of a new approach to web-based technologies known as Ajax.  The software driving GoogleTM Maps allows users to pan, scan and zoom at will over an apparent single enormous image of the Earth in a natural and intuitively appealing way.  We propose to apply Ajax technology to Living With a Star (LWS) applications by creating a suite of image retrieval, processing, display and storage algorithms that will implement the functionality required to be able to view and monitor features on the Sun and inner heliosphere simultaneously.  This suite of algorithms will be the engine that will power new and natural ways of visualizing the Sun and the inner heliosphere for the LWS program.  The technology that will be developed on completion of this proposal will provide an enabling capability for many disciplines to make their large images available easily on the web, and therefore satisfies the cross-disciplinary objective of the LWS program.  We propose an SDO image viewer to overlay different combinations of SDO data products with ancillary data.  The overlaid image tiles will be created on-the-fly, as preprocessing every possible combination of SDO image data would be far too costly in server resources.  Once created however, the images will be stored for future fast retrieval."""
"ADNET SYSTEMS INCORPORATED [ROCKVILLE,MARYLAND]",NNH08CC02C,HQ - Headquarters Acquisition Division,,MD,'08',10/30/2007,10/29/2010,", Small Disadvantaged Business, Small Business - Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Sub Continent Asian American Owned Business","Definitive Contract, Firm Fixed Price","135,230","206,429","206,429",541712,nnh06zda001n,N/A,"The distinction between the chromosphere, transition region and corona is entirely artificial; the same magnetic field permeates the whole solar atmosphere and heliosphere and as such forms one complex physical system. However, we propose that it is exactly the magnetic field, or, more precisely, the balance of open and closed magnetic structures on local (supergranular, #tilde#20Mm) and global (coronal, >#tilde#100Mm) in the photosphere and chromosphere that defines the thermodynamic properties of coronal holes, providing a realistic basis to explore the support and sustenance of the kinetic solar wind. The chromosphere has been largely overlooked as a driving source of the solar wind despite its richness in emission and structure, largely due to the aforementioned complexity. Recently, we [McIntosh and Leamon ApJL, 624, 117, 2005] correlated the inferred topography of the solar chromospheric plasma with in situ solar wind velocity and composition data measured at 1 AU. Specifically, the measured separation in height of the TRACE 1600 and 1700 UV band pass filters correlate very strongly with solar wind velocity and inversely with the ratio of ionic oxygen (O7+/O6+) densities. These correlations suggest that the structure of the solar wind is rooted deeper in the solar atmosphere than has been previously considered and form the basis of an empirical solar wind model. The proposed model provides a near continuous range of solar wind speeds and composition quantities from the structure of the chromosphere and is more precise than the old fast/ coronal hole or slow/streamer belt"" estimate. By means of a coherent, planned and extended observation campaign of the solar chromosphere at disk center, we propose to extend our current results to better understand the nature of the solar wind, its sources and composition. One specific end goal for this three- year project is to develop a (near) real-time solar wind propagation model, with chromospheric topography as input. This useful tool for predictive space weather will have great impact in 2008 when we can replace the intermittent TRACE data with the full-disk, full-time chromospheric topography measurements of the first LWS mission, the Solar Dynamics Observatory. This proposal addresses Strategic Sub-goal 3B: ""Understand the Sun and its effects on Earth and the solar system,"" specifically NASA Science Outcomes 3B1 and 3B3. However, our improved physical understanding will yield a better observationally driven, physically based ability, to predict space weather on its own and as part of a community based collaborative model within the LWS program."""
"ADNET SYSTEMS, INC. [ROCKVILLE,MARYLAND]",NNG08EL33C,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',7/15/2008,12/31/2010,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business","Definitive Contract, Firm Fixed Price","99,606","193,959","193,959",541712,NNH07ZDA001N,"Dr Paul Hertz, 202-358-0986, paul.hertz@nasa.gov","ADVANCED IMAGING PROCESSING FOR STEREO - DEVELOPMENT OF SOFTWARE/TOOLS FOR AUTOMATIC DETECTION OF CORONAL MASS EJECTIONS (CME) PROPERTIES.  THE RESEARCHERS PROPOSE TO CREATE SOFTWARE/TOOLS TO AUTOMATE THE DETECTION OF CME PROPERTIES.  THE TOOLS WILL BE USED TO IDENTIFY THE MORPHOLOGY AND DYNAMICS OF CMES AS OBSERVED BY SECCHI/STEREO AND DETERMINE WHETHER THESE OBSERVATIONS CONFIRM OUR CURRENT THEORIES OF CME ERUPTION AND PROPAGATION.  THE RESEARCH WILL INVESTIGATE WHETHER OBSERVATIONS ARE BEST SUPPORTED BY THE FLUX-ROPE OR THE BREAKOUT MODEL.  THE CORONAL CME IMAGES WILL BE PROCESSED TO ENHANCE FEATURE DETECTION USING A WAVELET, RIDGELET, AND CURVELET TRANSFORMS.  THE CME CHARACTERISTICS WOULD THEN BE PARAMETERIZED FOR EACH IMAGE.  THE PARAMETERIZATION INCLUDES MEASUREMENT OF CME WIDTH, HEIGHT, RADIUS OF CURVATURE, AND ACCELERATION.  THESE PARAMETERS WOULD BE COMPARED TO NUMERICAL SIMULATIONS OF THE BREAKOUT AND FLUX-ROPE MODELS."
"ADNET SYSTEMS, INC. [ROCKVILLE,MARYLAND]",NNH08CD27C,HQ - Headquarters Acquisition Division,,MD,'08',7/3/2008,12/31/2011,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Sub Continent Asian American Owned Business","Definitive Contract, Firm Fixed Price","56,037","270,685","270,685",541712,NNH06ZDA001N,"Dr Paul Hertz, 202-358-0986, paul.hertz@nasa.gov","Research Effort awarded under NASA Research Announcement - ROSES/2006.  the contractor proposes to create software/tools to automate the detection of CME properties.  These tools will be used to identify the morphology and dynamics of CME's as observed by SECCHI/STEREO and determine whether these observations confirm current theories of CME eruption and propagation.  The research will investigate whether observations are best supported by the flux-rope or the breakout model.  Coronoal CME images may be processed to enhance feature detection using wavelet, ridgelet, and curvelet transforms.  The CME characteristics would then be parameterized for each image.  The parameterization includes measurement of CME width, height, radius of curvature and acceleration.  These parameters would be compared to numerical simulations of the breakout and flux-rope models."
"ADNET SYSTEMS, INC. [ROCKVILLE,MARYLAND]",NNH08PP07P,HQ - Headquarters Acquisition Division,Rockville,MD,'08',7/9/2008,11/30/2008,", Small Disadvantaged Business, Small Business - For Profit Organization, Minority Owned, Service Provider, Subchapter S Corporation, Sub Continent Asian American Owned Business","Purchase Order, Firm Fixed Price","43,696","43,696","43,696",541712,N/A,N/A,Solar Image Processing Workshop IV: Algorithms for LWS
"ADORAMA INC. [NEW YORK,NEW YORK]",NNK08OG03D,KSC - Kennedy Space Flight Center,New York,NY,'08',9/17/2008,10/17/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","23,989","23,989","23,989",325992,N/A,N/A,HASSELBALD FLEXLIGHT X5 SCANNER.
"ADORAMA, INC [NEW YORK,NEW YORK]",NNG08HM21P,GSFC - Goddard Space Flight Center,,NY,'08',9/3/2008,10/15/2008,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Service Provider","Purchase Order, Firm Fixed Price","5,147","3,167","3,167",[None Indicated],N/A,N/A,"CELES CF OPTICAL TUBES 8 LAB INSTRUMENTS AND EQUIPMENT.  SHIPPING."""
"ADR VANTAGE INCORPORATED [WASHINGTON,DISTRICT OF COLUMBIA]",NNG06AI22Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',9/26/2006,9/30/2008,", Woman Owned Small Business, Small Business - Women Owned","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,541611,N/A,N/A,BPA FOR MEDIATORS/FACILITATORS ON AN AS NEEDED BASIS
"ADRIAN TECHNOLOGIES INCORPORATED [MADISON,ALABAMA]",NNL08AH80P,LaRC - Langley Research Center,,AL,'05',8/21/2008,2/6/2009,", Veteran Owned Small Business, Small Business - For Profit Organization, Subchapter S Corporation, Veteran Owned","Purchase Order, Firm Fixed Price","19,760","24,760","24,760",541611,N/A,N/A,Lean Six Sigma Implementation Support
"ADSLED INCORPORATED (7060) [AUSTIN,TEXAS]",NNJ08HB73D,JSC - Johnson Space Flight Center,Austin,TX,'10',7/25/2008,9/22/2008,", Woman Owned Small Business, Small Business - Women Owned","Delivery Order, Firm Fixed Price","9,398","9,398","9,398",339920,N/A,N/A,LED Outdoor Sign
"ADSYSTECH INCORPORATED [WASHINGTON,DISTRICT OF COLUMBIA]",NND05CR14S,AFRC - Armstrong Flight Research Center,,CA,'22',4/22/2005,5/10/2009,", Small Disadvantaged Business, Small Business - Black American Owned Business, Minority Owned, Small Business, Small Disadvantaged Business",Space Act Agreement,0,"315,017","321,460",[None Indicated],N/A,N/A,SPACE ACT AGREEMENT
"ADTECH PHOTONICS INCORPORATED [CITY OF INDUSTRY,CALIFORNIA]",NNG06DA11C,GSFC - Goddard Space Flight Center,,CA,'38',9/25/2006,9/21/2008,", Small Business ONLY - Small Business","Definitive Contract, Firm Fixed Price","171,503","596,503","596,503",334413,N/A,N/A,"PHASE II PROPOSAL NUMBER O4-II-T4.02-9897, ENTITLED HIGH-PERFORMANCE, RADIATION HARD, 2-D, NEAR INFRARED, AVALANCHE PHOTODIODE ARRAYS"""""
"ADTECH SYSTEMS RESEARCH INCORPORATED [DAYTON,OHIO]",NNC05AA58A,GRC - Glenn Research Center,,OH,'07',9/29/2005,12/31/2007,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Business, Small Disadvantaged Business, Sub Continent Asian American Owned Business, Women Owned",Cooperative Agreement,0,"247,000","247,000",[None Indicated],N/A,N/A,VALIDATED PROBABILISTIC LIFTING TOOLS
"ADTI INC. [STERLING,VIRGINIA]",NNK08LA17D,KSC - Kennedy Space Flight Center,Orlando,FL,'24',11/13/2007,12/14/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","8,072","8,072","8,072",[None Indicated],N/A,N/A,Hertz Mapper of KSC and VAFB
