Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DA50D,GRC - Glenn Research Center,Canonsburg,PA,'18',7/31/2014,7/31/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","11,436","11,436","11,436",541519,N/A,N/A,IGF::OT::IGF NEW SOFTWARE LICENSE AND MAINTENANCE FOR OPTIMETRICS,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DA51D,GRC - Glenn Research Center,Canonsburg,PA,'18',12/18/2013,12/31/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","33,514","33,514","33,514",541519,N/A,N/A,IGF::OT::IGF  SOFTWARE,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DA52D,GRC - Glenn Research Center,CANONSBURG,PA,'18',1/10/2014,1/14/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","40,758","40,733","40,733",541519,N/A,N/A,SOFTWARE  #tilde#  PERPETUAL LICENSE FOR ANSYS CFD-FLO SOFTWARE PACKAGEIGF::OT::IGF,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DA55D,GRC - Glenn Research Center,Canonsburg,PA,'18',3/6/2014,8/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","3,804","3,804","3,804",541519,N/A,N/A,IGF::OT::IGF  #tilde##tilde#  SOFTWARE RENEWAL FOR ANSYS-MAXWELL 3D LICENSES,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DA64D,GRC - Glenn Research Center,BETHESDA,MD,'08',8/26/2014,3/31/2016,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","16,303","16,303","16,303",541519,N/A,N/A,ANSYS FLUENT - TECS SOFTWAREIGF::OT::IGF,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DC33D,GRC - Glenn Research Center,Canonsburg,PA,'18',5/28/2014,5/31/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","12,305","12,305","12,305",541519,N/A,N/A,ANSYS SOFTWARE RENEWAL IGF::OT::IGF,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DC43D,GRC - Glenn Research Center,Canonsburg,PA,'18',9/4/2014,8/14/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","14,753","14,753","14,753",541519,N/A,N/A,SUPPORT RENEWAL: ANSYS MAXWELL 2D AND 3D AND RMXPRT LICENSES IGF::OT::IGF,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DD54D,GRC - Glenn Research Center,CANONSBURG,PA,'18',8/1/2014,7/31/2016,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","7,427","7,036","7,036",541519,N/A,N/A,IGF::OT::IGF ANNUAL SOFTWARE MAINTENANCE FOR ANSYS HFSS,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14DD64D,GRC - Glenn Research Center,CANONSBURG,PA,'18',9/22/2014,12/31/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","33,066","33,066","33,066",541519,N/A,N/A,"IGF::OT::IGF RENEWAL ANSYS LICENSES FOR HPC PACKS, FLUENT SOLVER, CFD PREPOST AND DESIGN MODELER.",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNC14QA37D,GRC - Glenn Research Center,CANONSBURG,PA,'18',7/23/2014,7/26/2016,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","60,336","60,336","60,336",541519,N/A,N/A,"IGF::OT::IGFEND USER: TERRY REIDPHONE: 216-433-2339DELIVERY ORDER MADE IN ACCORDANCE WITH ATTACHED AND INCORPORATED QUOTE, #1-54XJ8J REV 2.FOR: ANSYS FLUENT, HPC PACK, AND DESIGNMODLER LICENSES.PERIOD OF PEFORMANCE: 7/24/2014 - 7/23/2016",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NND13AB26D,AFRC - Armstrong Flight Research Center,CANONSBURG,PA,'18',3/27/2013,3/31/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"3,573","3,573",541519,N/A,N/A,ANSYS SOFTWARE RENEWAL,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNG13HK66D,GSFC - Goddard Space Flight Center,Canonsburg,PA,'18',9/17/2013,9/30/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"11,906","11,906",541519,N/A,N/A,FUNDS FOR ANSYS MULTIPHYSICS AND ANSYS DESIGN MODELER.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNG13LJ61D,GSFC - Goddard Space Flight Center,Canonsburg,PA,'18',7/10/2013,4/30/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"87,194","87,194",541519,N/A,N/A,FUNDS FOR IT EQUIPMENT; DESIGNER SOFTWARE LICENSES AND MAINTENANCE.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNG14LK45D,GSFC - Goddard Space Flight Center,Canonsburg,PA,'18',7/22/2014,4/30/2016,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","82,496","82,496","82,496",541519,N/A,N/A,"IGF::OT::IGF  ANNUAL SOFTWARE LICENSE RENEWAL,SUPPORT AND MAINTENANCE AGREEMENT FOR ANSYS HFSS AND DESIGNER SOFTWARES AND ADD-ONS.",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNJ13JB13D,JSC - Johnson Space Flight Center,,PA,'18',6/11/2013,7/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"90,046","90,046",541519,N/A,N/A,SOFTWARE LICENSE UPGRADES AND SUPPORT,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNJ13JB18D,JSC - Johnson Space Flight Center,,PA,'18',6/13/2013,6/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"37,702","37,702",541519,N/A,N/A,SOFTWARE LICENSE UPGRADES AND SUPPORT,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNJ13JC14D,JSC - Johnson Space Flight Center,,PA,'18',6/28/2013,6/30/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"12,110","12,110",541519,N/A,N/A,SOFTWARE LICENSE UPGRADES AND SUPPORT,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNJ14JC90D,JSC - Johnson Space Flight Center,,PA,'18',6/11/2014,6/14/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","37,702","37,702","37,702",541519,N/A,N/A,ANSYS FLUENT SOFTWARE LICENSE UPGRADES AND SUPPORT,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNK12OL36D,KSC - Kennedy Space Flight Center,Orlando,FL,'24',7/5/2012,8/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"37,143","37,143",541519,N/A,N/A,IGF::OT::IGF OTHER FUNCTIONS. ANSYS SOFTWARE,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNK13LA53D,KSC - Kennedy Space Flight Center,Orlando,FL,'08',6/12/2013,6/30/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"51,866","51,866",541519,N/A,N/A,IGF::OT::IGF ANSYS SOFTWARE MAINTENANCE AND SUPPORT.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNK14LA55D,KSC - Kennedy Space Flight Center,Canonsburg,PA,'18',5/7/2014,6/30/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","51,866","51,866","51,866",541519,N/A,N/A,IGF::OT::IGF ANSYS SOFTWARE MAINTENANCE AND SUPPORT.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL12AF85P,LaRC - Langley Research Center,Canonsburg,PA,'18',12/9/2013,7/31/2013,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","6,590","6,590","6,590",541519,N/A,N/A,ANSYS SOFTWARE LICENSE RENEWAL,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL13AA12D,LaRC - Langley Research Center,CANONSBURG,PA,'18',11/16/2012,11/30/2013,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"10,701","10,701",541519,N/A,N/A,ANSYS OPTIMETRICS SOFTWARE ADD-ON OPTION AND TECH SUPPORT,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL13AB55T,LaRC - Langley Research Center,Canonsburg,PA,'18',5/3/2013,6/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"7,427","7,427",541519,N/A,N/A,IGF::OT::IGF  TECHNICAL SUPPORT(TES) FOR HIGH FREQUENCY STRUCTURE SIMULATOR(HFSS)ANSYS ANNUAL MAINTENANCE RENEWAL,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL13AB92T,LaRC - Langley Research Center,Canonsburg,PA,'18',7/23/2013,7/31/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"6,968","6,968",541519,N/A,N/A,"\IGF::OT::IGF\"" ANSYS MAXWELL 3D MAINTENANCE""",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL14AB17T,LaRC - Langley Research Center,Canonsburg,PA,'18',6/5/2014,6/14/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","9,824","9,824","9,824",541519,N/A,N/A,"IGF::OT::IGF ONE YEAR SW UPDATES AND TECHNICAL SUPPORT FOR TWO SW PACKAGES SOLD BY ANSYS, WHICH PERFORMS ELECTROMAGNETIC SIMULATIONS TO CALCULATE PROPAGATION OF ELECTROMAGNETIC ENERGY THROUGH A MODELED STRUCTURE, BY USE OF THE FINITE ELEMENT METHOD.",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL14AB30D,LaRC - Langley Research Center,,PA,'18',7/31/2014,7/31/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","6,916","6,601","6,601",541519,N/A,N/A,MAXWELL 3D ANNUAL LICENSE RENEWAL,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNL14AC03T,LaRC - Langley Research Center,Canonsburg,PA,'18',9/24/2014,9/30/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","4,978","4,978","4,978",541519,N/A,N/A,"IGF::OT::IGF ANNUAL RENEWAL OF ANSYS GEOMETRY INTERFACE FOR CREO PARAMETRIC, ANSYS GEOMETRY INTERFACE  FOR NX, ANSYS  TETRA PRISM, ANSYS HEXA AND ANSYS DESIGNER MODELER",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNM12AC47D,MSFC - Marshall Space Flight Center,CANONSBURG,PA,'18',6/18/2012,1/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"76,192","76,192",541519,N/A,N/A,THE PURPOSE OF THIS PROCUREMENT IS FOR FLUENT LEASES IN SUPPORT OF ER43.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNM13AA94D,MSFC - Marshall Space Flight Center,HUDSON,OH,'14',2/28/2013,2/27/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"195,343","195,343",541519,N/A,N/A,THE PURPOSE OF THIS ACQUISITION IS TO PURCHASE ANSYS TECHNICAL ENHANCEMENTS AND CUSTOMER SUPPORT (TECS) FOR ANSYS PRODUCT RENEWALS. THIS PURCHASE IS MADE PURSUANT TO FAR 8.405-6(B)(1) FOR THE ACQUISITION OF SUPPLIES OR SERVICES FROM LIMITED SOURCES UNDER GENERAL SERVICES ADMINISTRATION (GSA) FEDERAL SUPPLY SCHEDULES (FSS) WHEN ONLY ONE SOURCE IS CAPABLE OF RESPONDING DUE TO THE UNIQUE OR SPECIALIZED NATURE OF THE WORK.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNM13AC39D,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/6/2013,1/14/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"5,321","5,321",541519,N/A,N/A,"IGF::CL::IGF  SOFTWARE MODULE TITLED ANSOFTLINKS FOR MCAD , AND ASSOCIATED TECHNICAL SUPPORT.",,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNM14AB50D,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/24/2014,8/25/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","271,358","271,358","271,358",541519,N/A,N/A,IGF::OT::IGF ANSYS TECS RENEWAL / MAINTENANCE,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNM14AB51D,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/26/2014,8/25/2015,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","103,158","103,158","103,158",541519,N/A,N/A,IGF::OT::IGF ANSYS TECS RENEWAL / MAINTENANCE,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNS13AA31T,SSC - Stennis Space Center,Stennis Space Center,MS,'04',11/29/2012,10/31/2013,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"65,577","65,577",541519,N/A,N/A,IGF::OT::IGF ANSYS LISENCE AND MAINTENANCE RENEWAL.,,,,,,,,,,,,
"ANSYS, INC [CANONSBURG,PENNSYLVANIA]",NNS14AA19T,SSC - Stennis Space Center,Stennis Space Center,MS,'04',11/1/2013,10/31/2014,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","69,341","69,341","69,341",541519,NNS14493924Q,N/A,IGF:OT::IGF ANSYS SOFTWARE MAINTENANCE LICENSING RENEWAL,,,,,,,,,,,,
"ANSYS, INC. [CANONSBURG,PENNSYLVANIA]",NNC13VA73P,GRC - Glenn Research Center,Canonsburg,PA,'18',2/21/2013,2/28/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"8,860","8,860",511210,N/A,N/A,IGF::OT::IGF RENEWAL OF EXISTING ANSYS SIMPLORER SOFTWARE MAINTENANCE,,,,,,,,,,,,
"ANSYS, INC. [CANONSBURG,PENNSYLVANIA]",NNC13VG79P,GRC - Glenn Research Center,Canonsburg,PA,'18',9/9/2013,2/28/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"8,860","8,860",511210,N/A,N/A,IGF::OT::IGF ANSYS SIMPLORER SOFTWASRE MAINTENANCE FOR TWO LICENSES.,,,,,,,,,,,,
"ANSYS, INC. [CANONSBURG,PENNSYLVANIA]",NNC14VE07P,GRC - Glenn Research Center,Hudson,OH,'14',4/30/2014,9/30/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","13,746","13,746","13,746",511210,N/A,N/A,IGF::OT::IGF ANSYS ANNUAL SOFTWARE LICENSE RENEWAAL,,,,,,,,,,,,
"ANSYS, INC. [CANONSBURG,PENNSYLVANIA]",NNL13AE89P,LaRC - Langley Research Center,,PA,'18',8/12/2013,6/14/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"11,429","11,429",511210,N/A,N/A,"ANSYS, INC HFSS SOFTWARE TECHNICAL SUPPORT",,,,,,,,,,,,
"ANSYS, INC. [CANONSBURG,PENNSYLVANIA]",NNL13AF35P,LaRC - Langley Research Center,Canonsburg,PA,'18',8/19/2013,9/30/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"4,662","4,662",511210,N/A,N/A,ANSYS RENEWAL,,,,,,,,,,,,
"ANTHONY WAYNE REHABILITATION CENTER FOR HANDICAPPED AND BLIND, INC [FORT WAYNE,INDIANA]",NNK13OR20C,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/26/2013,9/30/2018,"Non-Profit Institutions - Corporate Entity Tax Exempt, Manufacturer Of Goods, Nonprofit Organization, Sheltered Workshop","Definitive Contract, Firm Fixed Price","1,892,245","10,755,052","10,755,052",491110,N/A,N/A,IGF::OT::IGF KSC MAIL SERVICES CONTRACT,,,,,,,,,,,,
"AOPTIX TECHNOLOGIES, INC. [CAMPBELL,CALIFORNIA]",NNK13OW49P,KSC - Kennedy Space Flight Center,Campbell,CA,'18',8/27/2013,8/22/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"114,820","114,820",334220,N/A,N/A,AOPTIX FREE SPACE OPTIC EQUIPMENT,,,,,,,,,,,,
"AOSENSE, INC. [SUNNYVALE,CALIFORNIA]",NNG14CR61C,GSFC - Goddard Space Flight Center,SUNNYVALE,CA,'17',8/25/2014,3/31/2021,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Cost Plus Fixed Fee","3,300,000","7,075,715","7,528,863",541712,N/A,N/A,"IGF::OT::IGF SBIR PHASE III AWARD.  PHASE I/II AWARDED UNDER NNX13CG02C COLD ATOM GRAVITY GRADIOMETER FOR GEODESY: THE CONTRACTOR SHALL DESIGN, CONSTRUCT, AND OPTIMIZE A HIGH-PERFORMANCE GRAVITY GRADIOMETER BASED ON LIGHT-PULSE ATOM INTERFEROMETRY.  THE CONTRACTOR SHALL BUILD AND TEST A SECOND PROTOTYPE ZERO-DEAD-TIME (ZDT) ABSOLUTE GRAVIMETER.  THE INSTRUMENTS IN THIS PHASE III EFFORT TAKES ADVANTAGE OF TECHNOLOGIES DEVELOPED UNDER NASA SBIR PHASE I AND PHASE II PROGRAMS.",,,,,,,,,,,,
"AOSENSE, INC. [SUNNYVALE,CALIFORNIA]",NNX13CG02C,NSSC - NASA Shared Services Center,,CA,'17',12/21/2012,12/20/2014,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price",0,"699,728","699,728",541712,NNX13SBIRPHASE11,N/A,"IGF::OT::IGF -    WE PROPOSE TO BUILD A COMPACT, HIGH-PRECISION SINGLE-AXIS ACCELEROMETER BASED ON ATOM INTERFEROMETRY THAT IS APPLICABLE TO OPERATION IN SPACE ENVIRONMENTS. BASED ON OUR SUCCESSFUL PHASE I DESIGN, THE PROPOSED ACCELEROMETER EMPHASIZES RELIABLE OPERATION AND EXCEPTIONAL ACCELERATION SENSITIVITY. IT INCORPORATES SEVERAL INNOVATIVE FEATURES THAT MAKE IT APPROPRIATE FOR A VARIETY OF SPACE-BASED AND TERRESTRIAL APPLICATIONS.   PHASE II WILL RESULT IN A COMPLETED SENSOR BUILD, INCLUDING A SENSOR HEAD, LASER SYSTEM AND ELECTRONIC CONTROL SYSTEM.  SPACE-BASED INERTIAL SENSORS BASED ON ATOM INTERFEROMETRY ARE A COMPELLING TECHNOLOGY FOR BOTH TECHNOLOGICAL AND SCIENTIFIC APPLICATIONS BECAUSE OF THE EXCEPTIONALLY HIGH PERFORMANCE THAT CAN BE ENABLED BY LONG INTERROGATION TIMES WITH COLD ATOMS IN A MICROGRAVITY ENVIRONMENT.",,,,,,,,,,,,
"AOSENSE, INC. [SUNNYVALE,CALIFORNIA]",NNX14CG47P,NSSC - NASA Shared Services Center,Sunnyvale,CA,'17',6/6/2014,12/19/2014,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","124,850","124,850","124,850",541712,NNX14SBIRPHASEI,N/A,"IGF::OT::IGF  WE PROPOSE TO DESIGN AND DEMONSTRATE A PORTABLE SOURCE OF LATTICE-TRAPPED, ULTRACOLD STRONTIUM (PLUS).  THE DEVICE USES SIMPLIFIED AND ROBUST TECHNIQUES FOR LOADING THE TRAPS, AND DIRECTLY LEVERAGES HARDWARE ALREADY DEVELOPED BY AOSENSE. THE SIMPLIFIED ARCHITECTURE FOR PLUS MAKES IT AMENABLE TO FUTURE SPACE QUALIFICATION. WHEN PAIRED WITH A SUFFICIENTLY STABLE LOCAL OSCILLATOR, PLUS CAN BE OPERATED AS AN OPTICAL LATTICE CLOCK. ALTERNATIVELY, THE LATTICE-TRAPPED ATOMS COULD SERVE AS A STARTING POINT FOR PRODUCING QUANTUM DEGENERATE SR GASES FOR USE IN FUTURE SENSOR TECHNOLOGIES OR FUNDAMENTAL SCIENCE STUDIES. IN THE LATTER CASE, POSSIBILITIES SPAN EXPLORATIONS OF ARTIFICIAL GAUGE FIELDS TO QUANTUM INFORMATION PROCESSING. IN PHASE I, AOSENSE WILL OPTIMIZE THE EXPECTED DEVICE PERFORMANCE THROUGH EXTENSIVE MODELING, TRADE-SPACE ANALYSIS, AND TECHNOLOGY VALIDATION OF THE HIGHEST RISK HARDWARE. THE DESIGN WILL COVER THE PHYSICS PACKAGE AND CONTROL SYSTEM AT THE LEVEL OF CAD MODELS, READY FOR PROCUREMENT THAT WILL BEGIN DURING PHASE II. WE WILL ALSO MODEL DEVICE APPLICATIONS AND GENERATE A PARTS LIST AND COST ESTIMATE FOR THE CONSTRUCTION OF A PROTOTYPE DURING PHASE II.",,,,,,,,,,,,
"APCON, INC. [WILSONVILLE,OREGON]",NNJ13JC62P,JSC - Johnson Space Flight Center,Wilsonville,OR,'01',8/9/2013,8/8/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"6,155","6,155",334111,N/A,N/A,APCON NETWORK SUPPORT AGREEMENT,,,,,,,,,,,,
"APCON, INC. [WILSONVILLE,OREGON]",NNM13AB51P,MSFC - Marshall Space Flight Center,Wilsonville,OR,'01',2/28/2013,2/28/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"10,047","10,047",334111,N/A,N/A,THE PURPOSE OF THIS PROCUREMENT IS TO PURCHASE INTELLAPATCH 32 PHYSICAL LAYER SWITCH CHASSIS; 16 PORT ETHERNET MULTI-RATE BLADE; 16 PORT MULTI-RATE BLADE. ONE YEAR SUPPORT AGREEMENT.,,,,,,,,,,,,
"APCON, INC. [WILSONVILLE,OREGON]",NNM13AC81P,MSFC - Marshall Space Flight Center,WILSONVILLE,OR,'01',9/9/2013,10/21/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"70,287","70,287",334111,N/A,N/A,THE PURPOSE OF THIS PROCUREMENT IS TO PURCHASE THE INTELLAPATCH 32 PHYSICAL LAYER SWITCH CHASSIS; 16 PORT ETHERNET MULTI-RATE BLADE; 16 PORT MULTI-RATE BLADE; AND ONE YEAR SUPPORT AGREEMENT.,,,,,,,,,,,,
"APCON, INC. [WILSONVILLE,OREGON]",NNM14AC02D,MSFC - Marshall Space Flight Center,Wilsonville,OR,'01',8/8/2014,9/26/2014,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","77,524","77,524","77,524",334111,N/A,N/A,THE REASON FOR THIS EFFORT IS TO PROCURE NINE (9)-INTELLAPATCH 32 PHYSICAL LAYER SWITCH CHASSIS; NINE (9)-16 PORT MULTI-RATE BLADES; THREE (3)-16 PORT ETHERNET MULTI-RATE BLADES; AND A ONE YEAR STANDARD SUPPORT AGREEMENT.,,,,,,,,,,,,
"APEAK INCORPORATED [AUBURNDALE,MASSACHUSETTS]",NNG07CA07C,GSFC - Goddard Space Flight Center,,MA,'04',3/29/2007,3/30/2010,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price","14,969","582,551","598,910",541710,N/A,N/A,"SBIR PHASE 2 AWARD FOR EFFORT ENTITLED: Fast Readout for Large Area Photon-Counting Infrared Detectors. Many NASA Space and Earth programs in the infrared range 1060 a?? 1550 nm are limited by the detector performance that require long exposure time due to their low sensitivity and/or high noise. Large format infrared photon counting arrays with ranging capability would provide a valuable tool to many space missions. Current state-of-the-art fabrication of photon counting infrared detector arrays on non-silicon semiconductors is not mature enough to monolithically integrate complex readout circuitry at pixel level and large format array multiplexing. APEAK will develop novel, fast readout, integrated circuits (ROIC) to be integrated with large photon-counting infrared detector arrays into 3D imaging cameras with photon-counting sensitivity. These new cameras will support NASA missions in applications such as space docking, landing, remote mapping, and robotic vision. The goal of this project is to develop smart-pixel ROIC arrays in silicon with enhanced radiation tolerance and ready for hybrid integration with large infrared photon-counting avalanche photodiode arrays that will enable large-area detectors with short integration time, sub-nanosecond timing resolution, and on-pixel logic. The simulation, implementation and validation of all the blocks of a ROIC array specifically developed for operation with infrared photon-counting arrays In Phase II, APEAK will improve, fabricate and qualify ROIC arrays with integrated timing functions at pixel level and capable of integration in flip-chip technology with large infrared photon counting detector arrays. The potential NASA commercial applications are the following: free space optical communications, LADAR, LIDAR, planetary mapping, obstacle detection, 3D remote robotics, and docking. There are also potential non-NASA commercial applications. ROIC arrays could enhance the performance of hyperspectral imaging in medical and defense applications when interconnected to a large format detector arrays covering different spectral ranges. Specific biomedical applications include positron emission tomography (PET), laser correlation spectroscopy (LCS), single molecule detection and fast DNA sequencing. Military and security applications would include generic 3D imaging, hyperspectral imaging, laser ranging, night vision, surveillance, anti-collision devices, underwater imaging, and cargo imaging. In High-Energy and Nuclear Physics, these ROIC arrays could be used for high-resolution tracking and experiments using time-of-flight methods.",,,,,,,,,,,,
