NASA+Jet+Propulsion+Laboratory,Vextra+Corp,Simulation Testbed for Planetary Vehicle Imaging Phase II,1/1/1991,12/31/1991,495003,
NASA+Goddard+Space+Flight+Center,Applied+Rese NASA+Ames+Research+Centerh+Corp,Versatile Holographic Optical Element for High-Resolution Spectroscopy Phase II,1/1/1991,12/31/1991,494137,
NASA+Ames+Research+Center,Physical+Optics+Corporation+Applied+Technology+Division,Lightweight Fiber-Optic Gas Sensor for Monitoring Regenerative Food Production Phase II,1/1/1991,12/31/1991,1499958,
NASA+Marshall+Space+Flight+Center,Advanced+Controls+Technology+Inc+(Avcon),Magnetic Suspension Bearings for Space Shuttle Main-Engine Turbopumps Phase II,1/1/1991,12/31/1991,492547,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Physical+Sciences+Inc,Quadrupole Traps for Optical Characterization of Aerosols Phase II,1/1/1991,12/31/1991,491600,
NASA+Jet+Propulsion+Laboratory,Gemfire+Corp,Broad-Tuning-Range Stabilized Diode-Laser System Phase II,1/1/1991,12/31/1991,497742,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Nastec+Inc,Traction Drives for Reaction-Free and Momentum-Balanced Systems Phase II,1/1/1991,12/31/1991,499420,
NASA+Goddard+Space+Flight+Center,Seakr+Engineering+Inc,Non-Volatile Solid-State Recorder for Spacecraft Phase II,1/1/1991,12/31/1991,499999,
NASA+Jet+Propulsion+Laboratory,SOHAR+INCORPORATED,Fault-Tolerant Intelligent Robotic Control System Phase II,1/1/1991,12/31/1991,489461,
NASA+Kennedy+Space+Center,PRI+Rese NASA+Ames+Research+Centerh+and+Development,High-Frequency Magneto-Optic Eddy-Current Imager for the Detection of Shallow Cracks Phase II,1/1/1991,12/31/1991,436628,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Technology+Integration+Inc,System for Tracking and Predicting the Motion of Aircraft Trailing Vortices Phase II,1/1/1991,12/31/1991,495300,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,VRA+Inc,New Space-M NASA+Ames+Research+Centerhing Navier-Stokes Technique for Aerobraking-Orbital-Transfer Vehicles Phase II,1/1/1991,12/31/1991,449212,
NASA+Jet+Propulsion+Laboratory,Creare+LLC,Zero-Gravity Condensate-Management Device for AMTEC Cells Phase II,1/1/1991,12/31/1991,499776,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Creare+LLC,Simulation of Particle Formation Growth and Transport During Chemical Vapor Deposition Phase II,1/1/1991,12/31/1991,495500,
NASA+Kennedy+Space+Center,Femtometrics+Inc,High-Sensitivity Real-Time Non-Volatile Residue Monitor Phase II,1/1/1991,12/31/1991,499840,
NASA+Goddard+Space+Flight+Center,Data+Parallel+Systems+Inc,Integration of a SIMD Database Accelerator into Commercial Relational-Database Management Systems Phase II,1/1/1991,12/31/1991,499992,
NASA+Marshall+Space+Flight+Center,Micro-Bac+International+Inc,Light-Driven Waste-Remediation System Utilizing Phototrophic Bacteria Phase II,1/1/1991,12/31/1991,407812,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Optivision+Inc,Highly Concurrent Multiwavelength Fiber-Optic Network Phase II,1/1/1991,12/31/1991,611333,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Quantex+Corp,New Digital Radiography System for Non-Destructive Testing Phase II,1/1/1991,12/31/1991,500000,
NASA+Marshall+Space+Flight+Center,Automatix+Inc,Real-Time Monitoring and Analysis of Thermal Spray Processes Using Machine Vision Phase II,1/1/1991,12/31/1991,498714,
NASA+Johnson+Space+Center,TPL+Inc,High-Sensitivity Hydrazine and Nitrogen-Tetroxide Detector System Phase II,1/1/1991,12/31/1991,496256,
NASA+Stennis+Space+Center,Cimarron+Computer+Engineering+Inc,Sensor Calibration System Design Phase II,1/1/1991,12/31/1991,495960,
NASA+Ames+Research+Center,Elanix+Inc,High Resolution Microwave Spectrometer Radio-Frequency-Interference Processor Phase II,1/1/1991,12/31/1991,1345360,
NASA+Ames+Research+Center,Innovative+Configuration+Inc,Real Time Image Correspondence Algorithm Implementation Phase II,1/1/1991,12/31/1991,499998,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Areosoft+Inc,Computational Fluid Dynamics Enhancements to Reduce End-User Work Load Phase II,1/1/1991,12/31/1991,494839,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Alpha+Star+Corp,Concurrent Probabilistic Simulation of High-Temperature-Composite Structural Response Phase II,1/1/1991,12/31/1991,499859,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Front+Range+Scientific+Computations+Inc,Multilevel Adaptive Methods for Combustion Phase II,1/1/1991,12/31/1991,499177,
NASA+Jet+Propulsion+Laboratory,Intelligent+Decisions+Inc,Stellar Compass for Autonomous Spacecraft Guidance and Control Phase II,1/1/1991,12/31/1991,499968,
NASA+Ames+Research+Center,Bend+Rese NASA+Ames+Research+Centerh+Inc,Bacteriorhodospin Spatial Light Modulators for Optical Processing Phase II,1/1/1991,12/31/1991,447000,
NASA+Stennis+Space+Center,Mathsoft+Inc,Wavelet-Based Compression and Visualization of Time Series of Images Phase II,1/1/1991,12/31/1991,499890,
NASA+Goddard+Space+Flight+Center,OCA+Applied+Optics+Inc,Ultra-Lightweight Large-Aperture Space-Based Telescope Phase II,1/1/1991,12/31/1991,627981,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,RD+Webb+Co,Adherent Oxidation-Resistant Coating for Polymer Matrix Composites Phase II,1/1/1991,12/31/1991,499905,
NASA+Marshall+Space+Flight+Center,Advanced+Rese NASA+Ames+Research+Centerh++Applications+Corp,Extraction of Design Information from Three-Dimensional Computerized Tomography Data Phase II,1/1/1991,12/31/1991,498602,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Tanner+Rese NASA+Ames+Research+Centerh+Inc,On-Chip Feature Extractor for Imaging Sensors Phase II,1/1/1991,12/31/1991,499604,
NASA+Kennedy+Space+Center,Ciencia+Inc,Compact Automated Frequency-Agile Microspectrofluorimeter for use in an Unmanned Space Vehicle Environment Phase II,1/1/1991,12/31/1991,499929,
NASA+Marshall+Space+Flight+Center,JA+Woollam+Co,Real-Time Space Materials-Degradation Monitor using Ellipsometer Phase II,1/1/1991,12/31/1991,474199,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Tao+of+Systems+Integration+Inc,Non-Intrusive Solid-State Angle-Of-Attack Instrument Phase II,1/1/1991,12/31/1991,493721,
NASA+Kennedy+Space+Center,Geo-Centers+Inc,In-Situ Sensors for Plant Growth Experiments Phase II,1/1/1991,12/31/1991,494900,
NASA+Marshall+Space+Flight+Center,Techshot+Inc,Advanced Flight Hardware for Organic Separations Phase II,1/1/1991,12/31/1991,499999,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Dynaflow+Inc,Transition and Heat Transfer in Gas Turbines Phase II,1/1/1991,12/31/1991,482307,
NASA+Johnson+Space+Center,SI+Diamond+Technology+Inc,Ultra Hard Low Friction Protective Coatings Phase II,1/1/1991,12/31/1991,441405,
NASA+Goddard+Space+Flight+Center,INRAD+Inc,Grazing Incidence X-Ray and VUV Mirrors by Ion Beam Shaping and Polishing Phase II,1/1/1991,12/31/1991,447065,
NASA+Marshall+Space+Flight+Center,Mayflower+Communications+Co+Inc,Autonomous Reconfigurable Global Positioning System/Dual Cone Scanner Navigation and Pointing Control System Phase II,1/1/1991,12/31/1991,497289,
NASA+Johnson+Space+Center,TPL+Inc,Water Resistant Oxygen Compatible Ceramic Barrier Coating for Check Valve Poppets Phase II,1/1/1991,12/31/1991,499990,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Containerless+Rese NASA+Ames+Research+Centerh+Inc,High-Temperature Containerless Thermophysical Property Measurements in Microgravity Phase II,1/1/1991,12/31/1991,499929,
NASA+Johnson+Space+Center,MOCO+Inc,Nonstandard Functional Limb Trajectories Phase II,1/1/1991,12/31/1991,479560,
NASA+Marshall+Space+Flight+Center,Symbiotics+Inc,Distributed Autonomous Coordination  NASA+Ames+Research+Centerhitecture for Functionally Redundant Intelligent Systems Phase II,1/1/1991,12/31/1991,499999,
NASA+Johnson+Space+Center,UMPQUA+Rese NASA+Ames+Research+Centerh+Company,Inflight Ammonia Monitor Phase II,1/1/1991,12/31/1991,498350,
NASA+Goddard+Space+Flight+Center,Energy+Science+Laboratories+Inc,High-TC Superconductor Bolometer Arrays Phase II,1/1/1991,12/31/1991,499900,
NASA+Jet+Propulsion+Laboratory,Spaceborne+Inc,One-Gigahertz 256-Channel Low-Power Single-Chip CMOS Digital Correlator Spectrometer Phase II,1/1/1991,12/31/1991,500000,
NASA+Ames+Research+Center,American+Rese NASA+Ames+Research+Centerh+Corp+of+Virginia,Configurable Icon-Based Expert System for On-Line Documentation Phase II,1/1/1991,12/31/1991,499597,
NASA+Johnson+Space+Center,EIC+Laboratories+Inc,Rechargeable Sealed Zinc-Oxygen Cells Phase II,1/1/1991,12/31/1991,491650,
NASA+Johnson+Space+Center,Satcon+Technology+Corp,Magnetostrictive Water Pump for Use in Extra-Vehicular Activity Phase I,1/1/1992,12/31/1992,48457,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Satcon+Technology+Corp,Variable-Speed Constant-Frequency Intergral Induction Starter-Generator Phase I,1/1/1992,12/31/1992,49921,
NASA+Marshall+Space+Flight+Center,Seca+Inc,Radiation-Convection Coupling in Rocket Motor and Plume Analysis Phase I,1/1/1992,12/31/1992,49990,
NASA+Goddard+Space+Flight+Center,Winzen+Engineering+Inc,Balloon Lifting-Gas Temperature Control System Phase I,1/1/1992,12/31/1992,49891,
NASA+Marshall+Space+Flight+Center,Analysis++Measurement+Services+Corp,Improved Temperature Measurement in Composite Material for Aerospace Applications Phase I,1/1/1992,12/31/1992,49561,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Physical+Optics+Corporation+Applied+Technology+Division,Aeolian Tone Flow Meter Using Optical Fiber Phase I,1/1/1992,12/31/1992,49989,
NASA+Marshall+Space+Flight+Center,Physical+Optics+Corporation+Applied+Technology+Division,Spectroscopic Imaging Sensor Using Parallel Pixel Filtering Phase I,1/1/1992,12/31/1992,49974,
NASA+Goddard+Space+Flight+Center,Advanced+Technology+Materials+Inc,Silicon-Carbide High-Resolution Room-Temperature X-Ray Detector Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,CFD+Rese NASA+Ames+Research+Centerh+Corporation,Innovative Variable Geometry Fuel-Air Premix Tube for Low NOx Gas Turbine Combustors Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,CFD+Rese NASA+Ames+Research+Centerh+Corporation,Virtual Design Tools for Thermo-Fluid Analysis of Liquid Rocket Engine Thrust Chambers Phase I,1/1/1992,12/31/1992,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Coleman+Rese NASA+Ames+Research+Centerh+Corp,Advanced Coherent Laser-Radar System Components Phase I,1/1/1992,12/31/1992,49956,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Gemfire+Corp,Miniature Laser Velocimeter Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Displaytech+Inc,Miniature High-Resolution Display Phase I,1/1/1992,12/31/1992,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Dove+Electronics+Inc,Electro-Optical and Optical Nodes for Integrated Data Systems Phase I,1/1/1992,12/31/1992,48313,
NASA+Goddard+Space+Flight+Center,Fibertek+Inc,Advanced Diode-Pumped Cavity-Dumped Laser for Space-Based Altimetry Phase I,1/1/1992,12/31/1992,49847,
NASA+Ames+Research+Center,Flow+Analysis+Inc,Unified Numerical Approach for Rotorcraft Aerodynamics Phase I,1/1/1992,12/31/1992,49771,
NASA+Jet+Propulsion+Laboratory,Intelligent+Automation+Inc,Terfenol-D Active-Truss Strut Phase I,1/1/1992,12/31/1992,48796,
NASA+Goddard+Space+Flight+Center,IntraSpec+Inc,New Approach to Silicon X-Ray Spectrometers Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Nastec+Inc,High-Performance Programmable Compliant Manipulators Phase I,1/1/1992,12/31/1992,50000,
NASA+Ames+Research+Center,Osmotek+Inc,Direct Osmotic Concentration of Waste Water Phase I,1/1/1992,12/31/1992,50000,
NASA+Ames+Research+Center,Photonic+Systems+Inc,Analog Optical Vector-Matrix Computer Phase I,1/1/1992,12/31/1992,47550,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Se NASA+Ames+Research+Centerh+Technology+Inc,Prototype Flight-Management-System Error Monitor Phase I,1/1/1992,12/31/1992,49806,
NASA+Ames+Research+Center,Turbulence+Prediction+Systems,Airborne Remote Sensing of Turbulent Air Motion Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,Creare+LLC,Quick-Disconnect Cryogenic Joint Phase I,1/1/1992,12/31/1992,49484,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Creare+LLC,Unstable Flow Experiments on Spacecraft Phase I,1/1/1992,12/31/1992,49969,
NASA+Kennedy+Space+Center,Spectral+Sciences+Inc,Diode-Laser Hydrazine Monitor Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,Spectral+Sciences+Inc,Mixing Efficiency Diagnostic Using Spectroscopic Analysis Phase I,1/1/1992,12/31/1992,50000,
NASA+Goddard+Space+Flight+Center,Spire+Corporation,Compact Reliable Vacuum Ultraviolet Radiation Source Phase I,1/1/1992,12/31/1992,49826,
NASA+Marshall+Space+Flight+Center,Spire+Corporation,Oblique-Angle Ion-Beam Sputtering for Mirror Finishing and Polishing Phase I,1/1/1992,12/31/1992,49862,
NASA+Johnson+Space+Center,Advanced+Fuel+Rese NASA+Ames+Research+Centerh+Inc,Fourier-Transform Infrared Instrumentation for Analysis of Organic Contamination in Water Supplies Phase I,1/1/1992,12/31/1992,49005,
NASA+Goddard+Space+Flight+Center,American+Rese NASA+Ames+Research+Centerh+Corp+of+Virginia,Laser Brazing Process for Joining Refractory Materials to Dissimilar Metals Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Aerochem+Rese NASA+Ames+Research+Centerh+Laboratories+Inc,Auxiliary Jet Impingement to Reduce Jet Noise Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,Applied+Rese NASA+Ames+Research+Centerh+Inc,Neural Processing for Weld Sensors Phase I,1/1/1992,12/31/1992,49905,
NASA+Kennedy+Space+Center,EIC+Laboratories+Inc,Solid-State Microionic Oxygen Sensor for Closed Environmental Life-Support Systems Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,EIC+Laboratories+Inc,Modulation of Solar Momentum for Satellite Attitude Control Phase I,1/1/1992,12/31/1992,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Foster-Miller+Inc,Truss Climbing Robot Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,Foster-Miller+Inc,Resistance Heating of Zeolites and Silica Gels for the Removal of Carbon Dioxide and Water Vapor Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Foster-Miller+Inc,Low-Cost High-Performance Multichip Packages for Monolithic Microwave Integrated Circuits Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Foster-Miller+Inc,Lightweight Graphite-Aluminum Space Radiators for Thermal Management Phase I,1/1/1992,12/31/1992,50000,
NASA+Ames+Research+Center,Foster-Miller+Inc,Lightweight High-Strength PBO Structures for High-Altitude Subsonic Aircraft Phase I,1/1/1992,12/31/1992,50000,
NASA+Goddard+Space+Flight+Center,LNK+Corp+Inc,Parallel- NASA+Ames+Research+Centerhitecture-Based Feature Extraction and Sensor Fusion for Object-Oriented Image Database Operations Phase I,1/1/1992,12/31/1992,49976,
NASA+Jet+Propulsion+Laboratory,L'Garde+Inc,Finite Element Analysis of Inflatable Antennas Phase I,1/1/1992,12/31/1992,50000,
NASA+Marshall+Space+Flight+Center,REMTECH+Inc,Measurements of Gas-Surface Interactions from Plume Constituents on Spacecraft Surfaces Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Rose+Engineering++Rese NASA+Ames+Research+Centerh+Inc,High-Speed Inlet Design Using Computational Fluid Dynamics Phase I,1/1/1992,12/31/1992,49561,
NASA+Ames+Research+Center,Vigyan+Inc,Multidimensional Wave Models for Solution-Adaptive Grid Generation Phase I,1/1/1992,12/31/1992,49844,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Coherent+Technologies+Inc,Monitoring Weather Effects on Aircraft Wakes Using a Solid-State Coherent Lidar Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Emec+Consultants,Vacuum Separation of Oxides for Lunar Processing to Produce Metals and Oxygen Phase I,1/1/1992,12/31/1992,50000,
NASA+Goddard+Space+Flight+Center,Dynatherm+Corp,Bubble Tolerant Capillary Pumps Phase I,1/1/1992,12/31/1992,49710,
NASA+Johnson+Space+Center,Electrochimica+Corp,Safe High Energy Aqueous Batteries for Manned Applications Phase I,1/1/1992,12/31/1992,49000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Exfluor+Rese NASA+Ames+Research+Centerh+Corp,Novel Additives for Perflouropolyether Lubricants Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Lincom+Corp,Loss-Tolerant Speech Coding for Manned Space Flight Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Lincom+Corp,Virtual Reality Software Toolkit Phase I,1/1/1992,12/31/1992,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Optra+Inc,High-Temperature Fiber-Optic Pressure Sensor Phase I,1/1/1992,12/31/1992,49908,
NASA+Stennis+Space+Center,Optra+Inc,Diode-Laser Liquid Level Sensor Phase I,1/1/1992,12/31/1992,49969,
NASA+Jet+Propulsion+Laboratory,Pordec+Corp,Vapor Deposited Metal-Matrix Composites for Dimensional Stability without Hysteresis Phase I,1/1/1992,12/31/1992,49996,
NASA+Johnson+Space+Center,Q-Dot+Inc,Charge-Coupled Device and CMOS High-Efficiency Low-Voltage Regulator Phase I,1/1/1992,12/31/1992,47979,
NASA+Kennedy+Space+Center,Aster+Inc,Sensor System to Monitor Cloud-to-Stratosphere Electrical Discharges Phase I,1/1/1992,12/31/1992,49949,
NASA+Johnson+Space+Center,UMPQUA+Rese NASA+Ames+Research+Centerh+Company,Microwave Sterilizable Access Port Phase I,1/1/1992,12/31/1992,49865,
NASA+Kennedy+Space+Center,Aspen+Systems+Inc,Flexible Insulation System Using Ultra-Low Density Aerogels Phase I,1/1/1992,12/31/1992,50000,
NASA+Jet+Propulsion+Laboratory,Fastman+Inc,Fractal and/or Wavelet Real-Time Image Compression Phase I,1/1/1992,12/31/1992,50000,
NASA+Jet+Propulsion+Laboratory,Femtometrics+Inc,200 MHz Surface-Acoustic-Wave Resonator Micro-Deposition Monitor Phase I,1/1/1992,12/31/1992,49695,
NASA+Johnson+Space+Center,Kestrel+Development+Corp,Feasible Path Analysis for Ada Test Case Generation Phase I,1/1/1992,12/31/1992,49513,
NASA+Jet+Propulsion+Laboratory,Innovative+Dynamics+Inc,Integrated Health Monitoring System for Composite Structures Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Johnson+Engineering+Corp,Manual Apparel Cleaning System for Extended-Duration-Orbiter Shuttle Missions Phase I,1/1/1992,12/31/1992,49090,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,ATS-MER+LLC,Innovative Oxidation Protection Systems for Carbon-Carbon Composites Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Membrane+Technology++Rese NASA+Ames+Research+Centerh+Inc,Water Treatment by A Pervaporation Removal of Gas and Volatile Organic Compounds Phase I,1/1/1992,12/31/1992,50000,
NASA+Goddard+Space+Flight+Center,Princeton+Scientific+Instruments+Inc,Back-Illuminated Charge-Coupled-Device Image Sensor Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Sievers+Instruments+Inc,Reagentless Oxidation Reactor for Total Organic Carbon Analyzer Phase I,1/1/1992,12/31/1992,48092,
NASA+Jet+Propulsion+Laboratory,Tacan+Corp,Fiber-Optic Immunoassay Sensor for Monitoring Life-Support Systems Phase I,1/1/1992,12/31/1992,49041,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Adroit+Systems+Inc,A Novel Hydrogen-Fueled Propulsion System Phase I,1/1/1992,12/31/1992,47930,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Tao+of+Systems+Integration+Inc,High Sensitivity Large Bandwidth Constant Voltage Anemometer for Speed Transition Rese NASA+Ames+Research+Centerh Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Electrochem+Inc,High-Efficiency Proton-Exchange-Membrane Fuel Cell for Near-Ambient Operation Phase I,1/1/1992,12/31/1992,49924,
NASA+Ames+Research+Center,Aerodyne+Rese NASA+Ames+Research+Centerh+Inc,Open-Path IR Absorption for Airborne Measurements of Stratospheric Trace Gases Phase I,1/1/1992,12/31/1992,49907,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Aerodyne+Rese NASA+Ames+Research+Centerh+Inc,Enhanced Fuel Burning Rate in Hybrid Chemical Rockets Phase I,1/1/1992,12/31/1992,48592,
NASA+Goddard+Space+Flight+Center,Applied+Rese NASA+Ames+Research+Centerh+Corp,Measurement of Solar Radiation Variations as an Influence on Climate Phase I,1/1/1992,12/31/1992,49955,
NASA+Johnson+Space+Center,Energy+Science+Laboratories+Inc,Carbon Brush Heat Exchanger Phase I,1/1/1992,12/31/1992,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Giner+Inc,Electrochemical Compressor to Recover Hydrogen Boil-Off Gas from Cryogenic Tanks Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Physical+Sciences+Inc,Optical Waveguide Solar Energy System for Lunar Material Processing Phase I,1/1/1992,12/31/1992,49100,
NASA+Johnson+Space+Center,Bonneville+Scientific+Inc,Sensor-Based Control for a Piezoelectrically Operated Dexterous Hand Phase I,1/1/1992,12/31/1992,50000,
NASA+Jet+Propulsion+Laboratory,Bonneville+Scientific+Inc,Piezoelectric Crawling Minirobot Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Essex+Corp,Cognitive and Performance Readiness of Space Crews Phase I,1/1/1992,12/31/1992,49000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Complere+Inc,Simultaneous Density and Velocity Measurements in Hypersonic Flow Phase I,1/1/1992,12/31/1992,48200,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Complere+Inc,Measurement of Aerobrake Model Forces and Flow Fields Phase I,1/1/1992,12/31/1992,49000,
NASA+Ames+Research+Center,Nielsen+Engineering++Rese NASA+Ames+Research+Centerh+Inc,An Unsteady Aerodynamics Model Based on Indicial Theory for Multidisciplinary Flight Simulations Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Fiber+Materials+Inc,Lightweight Oxidation Resistant High-Temperature Composite Thrusters Phase I,1/1/1992,12/31/1992,48136,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Applied+Rese NASA+Ames+Research+Centerh+Assoc+Inc,Portable Parallel Stochastic Optimization for the Design of Aeropropulsion Components Phase I,1/1/1992,12/31/1992,49985,
NASA+Johnson+Space+Center,Rese NASA+Ames+Research+Centerh+International+Inc,Portable Fiber-Optic Particulate Monitor Phase I,1/1/1992,12/31/1992,48644,
NASA+Jet+Propulsion+Laboratory,Rochester+Photonics+Corp,Sub-Wavelength Structured Surfaces for Infrared Optical Elements Phase I,1/1/1992,12/31/1992,49993,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Scientific+Materials+Corp,An Improved 2.0/2.1 Micron Laser Phase I,1/1/1992,12/31/1992,50000,
NASA+Johnson+Space+Center,Direct+Current+Light,Low-Cost Inventory Management and Crew-Tracking System Phase I,1/1/1992,12/31/1992,49818,
NASA+Stennis+Space+Center,Biotronics+Technologies+Inc,An Adaptive Filter Approach to Auto-Calibration of Spectroscopic Instruments Phase I,1/1/1992,12/31/1992,50000,
NASA+Ames+Research+Center,Biotronics+Technologies+Inc,An Ultrasonic Biocidal System for Hydrophonic Plant Nutrient Solutions Phase I,1/1/1992,12/31/1992,50000,
NASA+Stennis+Space+Center,Blazetech+Corporation,High-Pressure Cryogenic Liquid-Level Sensor Phase I,1/1/1992,12/31/1992,50000,
NASA+Jet+Propulsion+Laboratory,Boulder+Nonlinear+Systems+Inc,Ferroelectric Liquid-Crystal Tunable Optical Fibers Phase I,1/1/1992,12/31/1992,49545,
NASA+Ames+Research+Center,Techshot+Inc,Biotechnology Instrumentation for the Support of Embryogenesis Phase I,1/1/1992,12/31/1992,49998,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Truax+Engineering+Inc,Engine Design and Testing of Metallized Propellants Phase I,1/1/1992,12/31/1992,49964,
NASA+Goddard+Space+Flight+Center,Western+Environmental+Technology+Labs,Combined Optical Property Sensor for In Situ Characterization of Ocean Waters Phase I,1/1/1992,12/31/1992,49987,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Epsilon+Lambda+Electronics+Corp,RF Components for Satellite Communications Systems--Active Phased Arrays Phase I,1/1/1992,12/31/1992,49917,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Electroformed+Nickel+Inc,Improved Electroformed Structural Copper and Copper Alloys for Rocket Components Phase I,1/1/1992,12/31/1992,49768,
NASA+Ames+Research+Center,Cambridge+Innovative+Inorganics+Inc,Porous High-Temperature Zirconia-Silica-Boria Refractory Insulation Phase I,1/1/1992,12/31/1992,49884,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,CeraNova+Corp,Continuous Feedback Smart Composites Phase I,1/1/1992,12/31/1992,49873,
NASA+Marshall+Space+Flight+Center,ATK+Space+Systems+Inc,Thermally Stable Large-Aperture High-Resolution Optics Phase I,1/1/1992,12/31/1992,50000,
NASA+Stennis+Space+Center,Computer+Optics+Inc,Optical Sensor Calibration by the Touchstone Technique Phase I,1/1/1992,12/31/1992,47947,
NASA+Johnson+Space+Center,Cullimore++Ring+Technologies+Inc,Real-Time Graphical Thermal-Fluid System Simulation Phase I,1/1/1992,12/31/1992,50000,
NASA+Goddard+Space+Flight+Center,HYPRES+Inc,Wide-Dynamic-Range Digital Superconducting Quantum Interference Device Amplifiers for Multiplexing and Readout of Cryogenic Detector Arrays Phase I,1/1/1992,12/31/1992,49307,
NASA+Jet+Propulsion+Laboratory,HYPRES+Inc,High-Resolution Ultra-Low Power Superconducting Analog-to-Digital Converter Phase I,1/1/1992,12/31/1992,49891,
NASA+Johnson+Space+Center,INRAD+Inc,Selective Sensor for Hydrazine Detection Phase I,1/1/1992,12/31/1992,49960,
NASA+Marshall+Space+Flight+Center,Interfacial+Sciences+Inc,Electrochemical Oxidation of Organic Materials by Excited States of Metal Surfaces Phase I,1/1/1992,12/31/1992,49992,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Digiray+Corp,Augmented Penetrating Capability for Reverse Geometry X-Ray System Phase I,1/1/1992,12/31/1992,50000,
NASA+Ames+Research+Center,Dynaflow+Inc,Pseudo-Spectral Mapping Technique for the Accurate Solution of Viscous Flows in Complex Geometries Phase I,1/1/1992,12/31/1992,50000,
